"INCHIKEY","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"BKEFKSNTAPNAHR-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Rhamnolipids",NA,NA,NA,NA,NA
"BKISVXZMCJBOKR-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"BKKNDZBSSSAGIB-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonamides",NA,NA,NA,NA,NA
"BKOBFLVYTXYFQZ-OWOJBTEDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"BKPFUQLDJWNCIK-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids",NA,NA,NA,NA,NA
"BLCLNMBMMGCOAS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"BLHCMGRVFXRYRN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",NA,NA,NA,NA,NA
"BLYXNIHKOMELAP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Pyrenes",NA,"Pyrenes",NA,NA,NA,NA,NA
"BMAIULCHEWOIBQ-TUZQHOKTNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"BMBAOWBRTLODLZ-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMBSGGZMJQTQSO-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"BMCQMVFGOVHVNG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",NA,NA,NA,NA,NA
"BMFPATPGMGPSGR-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"BMLMGCPTLHPWPY-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"BMQBTHWVNBJSPS-NQLNTKRDSA-N","Completed","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles",NA,NA,NA,NA,NA
"BMQGVNUXMIRLCK-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Taxanes and derivatives",NA,NA,NA,NA,NA
"BMRSEYFENKXDIS-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives",NA,NA,NA
"BMVRDJXDSMPZGO-RGZXCSNFNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Xanthophylls",NA,NA,NA,NA
"BNDDTTIRGZIQSE-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"BNDGLIQHIXQCGH-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BNJOQKFENDDGSC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"BNMDTQMFJGEHPC-WLSIEUSQSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Furopyrans",NA,"Furopyrans",NA,NA,NA,NA,NA
"BNMGUJRJUUDLHW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"BNOFKGXXHHZEMK-VJZQUVOGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"BNRNXUUZRGQAQC-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides",NA,NA,NA,NA,NA
"BNSKYFUGMLMCLM-SEFBTVQMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BNUCXCGZTSEDGK-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"BNZZZUQOYBAEPR-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines","Phenylquinolines",NA,NA,NA,NA,NA
"BOHOBTRHAFBJOW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cucurbitacins","Cucurbitacins",NA,NA,NA,NA,NA
"BOJFXYVLUIJBBV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"BOJKULTULYSRAS-JVOLFZNRSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"BOPGDPNILDQYTO-NNYOXOHSSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides",NA,"(5'->5')-dinucleotides",NA,NA,NA,NA,NA
"BOWVQLFMWHZBEF-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines",NA,NA,NA
"BOZGEGDMHAOPIQ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"BOZILQFLQYBIIY-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,NA
"BPEXJHGGARTCIR-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",NA,NA,NA,NA,NA
"BPFYOAJNDMUVBL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinoline carboxylic acids","Quinoline carboxylic acids",NA,NA,NA,NA,NA
"BPGPGGCPMGCTHJ-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPJPBLZKOVIJQD-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BPKLDKRUGJQLGK-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"BPMFZUMJYQTVII-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"BPPSGNVGAIGXQI-AREVZEEPSA-M","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Aryl alkyl ketones",NA,NA,NA
"BPYKTIZUTYGOLE-IFADSCNNSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Bilirubins","Bilirubins",NA,NA,NA,NA,NA
"BPZSYCZIITTYBL-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenethylamines","Amphetamines and derivatives",NA,NA,NA,NA,NA
"BQAJKXKYTQTBDK-PCHDOLKHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Furanoisoflavonoids","Pterocarpans",NA,NA,NA,NA,NA
"BQAWIDAQBDWCGH-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes",NA,NA
"BQBCIBCLXBKYHW-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"BQGBJGDIIRNCBP-WLQFNMGVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",NA,NA,NA,NA,NA
"BQGJXFQCMYJENQ-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Eburnan-type alkaloids",NA,"Eburnan-type alkaloids",NA,NA,NA,NA,NA
"BQHHNAPTXQOPBW-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"BQIVXBUAUNSLAJ-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones",NA,NA,NA,NA,NA
"BQIVXBUAUNSLAJ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones",NA,NA,NA,NA,NA
"BQJJPVDDTHRUBT-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"BQJKVFXDDMQLBE-RNAHPLFWSA-N","Completed","Organic compounds","Benzenoids","Perylenequinones",NA,"Perylenequinones",NA,NA,NA,NA,NA
"BQOMVBRKIWCRCU-UHFFFAOYSA-N","Completed","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Diarylthioethers",NA,NA,NA,NA,NA
"BQPYEFAVIPEQIK-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"BQZBPAFALHFIMA-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"BRAQGYOYQRQKSH-LCBPFCOWSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",NA,NA,NA,NA,NA
"BRBQUOQNGZZIRM-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRELKNNWUMEGDN-VOTSOKGWSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azaphilones",NA,"Azaphilones",NA,NA,NA,NA,NA
"BROOMPUVDPTGEG-KWKASQHVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Glycosylglycerols","Glycosyldiradylglycerols","Glycosyldiacylglycerols",NA,NA,NA,NA
"BRVXVMOWTHQKHC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Jatrophane and cyclojatrophane diterpenoids",NA,NA,NA,NA,NA
"BRWIYXLUWTZWGU-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",NA,NA,NA,NA,NA
"BRWOXKPPNFPCOO-KMXUZMIRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BRXNFHGWRDJMSF-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters",NA,NA,NA,NA
"BSGBVUOHKNZIES-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",NA,NA,NA,NA,NA
"BSLRSZZCUIZWND-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"BSSWIRVAMSGQMG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",NA,NA,NA,NA,NA
"BSXFDHHTXOAUGB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","O-methylated isoflavonoids","4'-O-methylated isoflavonoids","4'-O-methylisoflavones",NA,NA,NA,NA
"BTAKGODFEIZKSQ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"BTCSSZJGUNDROE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Gamma amino acids and derivatives",NA,NA,NA,NA
"BTGVTHAIJREEMO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Steroid lactones",NA,NA,NA,NA,NA
"BTHCJHQOYFUIMG-REYNEDSXSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"Macrolides and analogues",NA,NA,NA,NA,NA
"BTIKJPRUQUGBSU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"BTNMPGBKDVTSJY-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpyruvic acid derivatives","Phenylpyruvic acid derivatives",NA,NA,NA,NA,NA
"BTPYUWOBZFGKAI-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"BTRRHXATSDHYNW-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Biflavonoids and polyflavonoids","Biflavonoids and polyflavonoids",NA,NA,NA,NA,NA
"BTXNYTINYBABQR-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Pyrenes","Benzopyrenes","Benzopyrenes",NA,NA,NA,NA,NA
"BTXSAHUETCBEGY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides",NA,NA,NA,NA,NA
"BUFNPAYKUGAAAO-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes",NA,NA,NA,NA
"BUGQHORRADGONS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"BUOADWXGPJXKRM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids",NA,NA,NA,NA,NA
"BVDHPBILFRQGEC-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Ketones","Aryl ketones","Aryl alkyl ketones",NA,NA,NA
"BVEVSYQMQABMQM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides",NA,NA,NA,NA,NA
"BVIAOQMSVZHOJM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-aminopurines","6-alkylaminopurines",NA,NA,NA,NA
"BVJTWZUQDZHHBX-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids",NA,NA,NA,NA,NA
"BVMLCXLUJCAZQK-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Isoleucine and derivatives",NA,NA,NA
"BVMMHBZCLRORPY-BENRWUELSA-N","Completed","Organic compounds","Hydrocarbons","Unsaturated hydrocarbons","Branched unsaturated hydrocarbons","Branched unsaturated hydrocarbons",NA,NA,NA,NA,NA
"BVMVRPVYRJQROP-XYUNULTHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BVPIMSGTEQDXIH-YUEDVARRSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Other hydroxyeicosapolyenoic acids",NA,NA,NA,NA,NA
"BVSLLGGUGCRTFA-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols",NA,NA,NA,NA,NA
"BVUOXVSHTGNMRR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromones","Furanochromones",NA,NA,NA,NA
"BWAZUXQZSXFTJK-VPTIGGDOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives",NA,NA,NA,NA
"BWLBGMIXKSTLSX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives",NA,NA,NA,NA,NA
"BWQSLRZZOVFVHJ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolizidines",NA,"Pyrrolizidines",NA,NA,NA,NA,NA
"BWRBGHBJBQFFAW-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Diarylethers",NA,NA,NA,NA,NA
"BWSFBLYFHGZBRQ-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"BWSQDEWKZUMVIG-ACCUITESSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"BWXSDJHAJWTEAD-BSWAIDMHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA
"BWZVCCNYKMEVEX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Methylpyridines","Methylpyridines",NA,NA,NA,NA,NA
"BXBGUZJWTCKDJY-LLVKDONJSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Homoisoflavonoids","Homoisoflavans","Homoisoflavanones",NA,NA,NA,NA,NA
"BXFFHSIDQOFMLE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Arylsulfates","Arylsulfates",NA,NA,NA,NA,NA
"BXFOFFBJRFZBQZ-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Trichothecenes",NA,NA,NA,NA,NA
"BXIPALATIYNHJN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl thioesters","Acyl CoAs",NA,NA,NA,NA,NA
"BXNJHAXVSOCGBA-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Harmala alkaloids",NA,"Harmala alkaloids",NA,NA,NA,NA,NA
"BXRLWGXPSRYJDZ-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"BXTNNJIQILYHJB-GFCCVEGCSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Homoisoflavonoids","Homoisoflavans","Homoisoflavanones",NA,NA,NA,NA,NA
"BXZJZDQDHHZIIB-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","o-Hydroxybenzoic acid esters",NA,NA,NA,NA
"BYEKJUATVGKCCZ-YLOKXRSBSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromones",NA,NA,NA,NA,NA
"BYLSIPUARIZAHZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"BYMOGFTUZUEFHY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"BYXCFUMGEBZDDI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",NA,NA,NA,NA,NA
"BYXUAMYDPJGJNM-GPVKSKMESA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",NA,NA,NA,NA,NA
"BZIANMSHZDPJRY-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZMIHNKNQJJVRO-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzyloxycarbonyls","Benzyloxycarbonyls",NA,NA,NA,NA,NA
"BZNOZGOVIXEHMX-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Saccharolipids",NA,"Saccharolipids",NA,NA,NA,NA,NA
"BZNUAQFQUDWISV-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZQRJBLJDFPOBX-AKKQMVQHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BZRDVFURLNBERY-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZXXSUZFEIFGEX-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"CADNMISJDLVPCK-LSDHHAIUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"CADNMISJDLVPCK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"CAFTUQNGDROXEZ-XBDCZORHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"CAGLGYNQQSIUGX-SDBHATRESA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"CAHQQYHQUHYOGU-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides",NA,NA,NA,NA,NA
"CAJCWNHNWGPFCB-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAKZQSFFOAEEET-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Iridoids and derivatives",NA,NA,NA,NA,NA
"CAXLTZYEJPQCKD-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"CAXSJVGHYYBJKT-GVXCCEMESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones",NA,NA,NA,NA,NA
"CBEIHVWVTGRGDR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"CBEYADUAVFRWFY-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl sulfonic acid and derivatives","Perfluoroalkane sulfonamidoethanols",NA,NA,NA,NA
"CBGLETFGTARBGG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"CBGUOGMQLZIXBE-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA,NA
"CBHANIXDPMXBGZ-KTKRTIGZNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"CBIDRCWHNCKSTO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Isoprenoid phosphates","Isoprenoid phosphates",NA,NA,NA,NA,NA
"CBJNLOVRAFQEQH-VUIINJGZSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters",NA,NA,NA,NA
"CBJQFIAJZLMMPW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"CBJWWPFFZRSLMX-WGPKDLKGNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-alkyl,2-acylglycero-3-phosphocholines",NA,NA,NA,NA,NA
"CBMYJHIOYJEBSB-GCFMDFLISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",NA,NA,NA,NA,NA
"CBMYJHIOYJEBSB-YSZCXEEOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",NA,NA,NA,NA,NA
