"INCHIKEY","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"CBOSLVQFGANWTL-JAQKJRLSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Kaurane diterpenoids","Napelline-type diterpenoid alkaloids",NA,NA,NA,NA
"CBQJSKKFNMDLON-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"CBRIPBVLBHVFML-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzazepines",NA,"Benzazepines",NA,NA,NA,NA,NA
"CBSLALAKOKYDBZ-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"CBVBUPRDNNQAES-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCCXHTHETXUUDU-REBFHUNPSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCDXRMSTRMQFCG-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxamides","Nicotinamides",NA,NA,NA,NA
"CCEKAJIANROZEO-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl sulfonic acid and derivatives","Perfluorooctane sulfonic acid and derivatives",NA,NA,NA,NA
"CCJBNKIIKQEVSH-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCNIEWRCLHDDMV-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"CCQDWIRWKWIUKK-UHFFFAOYNA-O","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Anthocyanins","Anthocyanidin-3-O-glycosides",NA,NA,NA
"CCRCUPLGCSFEDV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",NA,NA,NA,NA,NA
"CCTUVGJRXQPMOJ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans",NA,"Naphthofurans",NA,NA,NA,NA,NA
"CDAWCLOXVUBKRW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines","Aniline and substituted anilines",NA,NA,NA,NA,NA
"CDDYZYIBFIQEGM-ZWKOTPCHSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolizines",NA,"Quinolizines",NA,NA,NA,NA,NA
"CDNGTOVFEUSMMG-AVINCHNBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"CDTIMEVVBBGLIF-OVUASUNJSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"CDTMPWYDQKWYFT-IASWOTTCSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"CDYGRHOHQUXDMN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","1-hydroxysteroids",NA,NA,NA,NA,NA
"CDZUVFCZDWZHHN-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"CEERFMUHIRRAPN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"CEHHIMFMAIPKGU-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azolidines","Imidazolidines","Imidazolidinones","Imidazolidinediones","Hydantoins",NA,NA,NA
"CEMXHAPUFJOOSV-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides",NA,NA,NA
"CEMZGPKUKMFNNF-ZPZFIVIXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"CEUOJNPNKKLCDB-ZRWDAXMGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"CEUORZQYGODEFX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazinanes","Piperazines","Phenylpiperazines",NA,NA,NA,NA,NA
"CEVCTNCUIVEQOY-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives",NA,NA,NA,NA,NA
"CFAJIMXUZRPYDP-GHCUZIKHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"CFAJIMXUZRPYDP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"CFJLERBDXYGARW-TVKJYDDYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"CFKSVMVGALEHAP-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"CFOYWRHIYXMDOT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Substituted imidazoles","Carbonylimidazoles",NA,NA,NA,NA
"CFVMHFBQVNKLLW-UHQQYSDHSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides",NA,NA,NA,NA,NA
"CFWGNOPKGSPMNS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"CFXCGWWYIDZIMU-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohol esters","Fatty alcohol esters",NA,NA,NA,NA,NA
"CFYMYCCYMJIYAB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavonols",NA,NA,NA,NA,NA
"CGDPLLODVFIMRR-SWPIHIBISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Cholesteryl esters",NA,NA,NA,NA,NA
"CGGWHBLPUUKEJC-HRTKKJOOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"CGGXYVJDGPQESG-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CGQCWMIAEPEHNQ-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",NA,NA,NA,NA,NA
"CGRCGRBHNKRILW-JQIJEIRASA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzofurans",NA,"Benzofurans",NA,NA,NA,NA,NA
"CGTXJDKGRUSISS-FPLPWBNLSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CGWKMDYVWRDDRF-RBUKOAKNSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Naphthyridines","Naphthyridines",NA,NA,NA,NA,NA
"CHHLANXNIQPKBE-HFZVATKISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines",NA,NA,NA,NA,NA
"CHLPJPFPFIAASS-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"CHNUNORXWHYHNE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Halobenzenes","Chlorobenzenes","Dichlorobenzenes",NA,NA,NA,NA
"CHNXZKVNWQUJIB-AYUYWISESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",NA,NA,NA,NA,NA
"CHQMIQBQLGDCJJ-AAGTZVQDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids",NA,NA,NA,NA,NA
"CHSDMOZSQFIUGK-SYPGBUITSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"CHZCERSEMVWNHL-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzonitriles","Benzonitriles",NA,NA,NA,NA,NA
"CHZCSOQKQNCACE-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens",NA,NA,NA,NA
"CHZLVSBMXZSPNN-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","p-Methylbenzenesulfonates",NA,NA,NA,NA,NA
"CIEYTVIYYGTCCI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Vitamin K compounds",NA,NA,NA,NA,NA
"CIGQQQTZOIDQQR-SGWMQEFOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"CIGQQQTZOIDQQR-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"CIMNZQFRNXDRER-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Phytoceramides",NA,NA,NA,NA,NA
"CIQDSZUZMUTHGY-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"CISFAPDYRQPRCZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens",NA,NA,NA,NA
"CITHEXJVPOWHKC-UUWRZZSWSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"CITPXCNSMZMNIW-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Aspidospermatan-type alkaloids",NA,"Aspidospermatan-type alkaloids",NA,NA,NA,NA,NA
"CIUHLXZTZWTVFL-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Benzophenanthridine alkaloids","Dihydrobenzophenanthridine alkaloids","Dihydrobenzophenanthridine alkaloids",NA,NA,NA,NA,NA
"CIWBSHSKHKDKBQ-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides",NA,NA,NA,NA,NA
"CIYLTHWUJCCASO-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins",NA,NA,NA,NA,NA
"CJBJHOAVZSMMDJ-HEXNFIEUSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",NA,NA,NA,NA,NA
"CJBJHOAVZSMMDJ-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",NA,NA,NA,NA,NA
"CJBZJZGULKATPY-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","4-prenylated xanthones",NA,NA
"CJDRUOGAGYHKKD-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Ajmaline-sarpagine alkaloids",NA,"Ajmaline-sarpagine alkaloids",NA,NA,NA,NA,NA
"CJFQIVAOBBTJCI-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Methoxybenzoic acids and derivatives","P-methoxybenzoic acids and derivatives",NA,NA,NA,NA
"CJGRGYBLAHPYOM-HOLMNUNMSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","O-cinnamoyl glycosides",NA,NA,NA,NA,NA
"CJHVEGPKUNOBAM-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"CJIASZBWXIFQMU-LNXRSHCCSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",NA,NA,NA,NA,NA
"CJLZGUJUXDRHJQ-WGWZZZELSA-N","No Data Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJNSZGMXFQQMOV-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Pyrimidones",NA,NA,NA,NA,NA
"CJPQIRJHIZUAQP-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acid esters",NA,NA,NA
"CJQAAXIMDRPPCE-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJSPFDQEYQBDNN-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",NA,NA,NA,NA,NA
"CKAJHWFHHFSCDT-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"CKASNBHFTBUFDW-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKCQBIGQKPDZPF-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKDDRHZIAZRDBW-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"CKIJIGYDFNXSET-MFIRQCQASA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses","Glucosinolates","Alkylglucosinolates",NA,NA
"CKLJMWTZIZZHCS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Aspartic acid and derivatives",NA,NA,NA
"CKSNMFLZWZXKGH-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"CKTSBUTUHBMZGZ-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",NA,NA,NA,NA,NA
"CKUVNOCSBYYHIS-IRFFNABBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"CLDCTFPNFRITPI-UHFFFAOYNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds",NA,NA,"Lignans, neolignans and related compounds",NA,NA,NA,NA,NA
"CLEXYFLHGFJONT-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Jerveratrum-type alkaloids",NA,NA,NA,NA,NA
"CLFOWTUGPBWLGH-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives",NA,NA,NA,NA,NA
"CLKIYIWKKBDFBS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines","Phenylquinolines",NA,NA,NA,NA,NA
"CLNILJPYOXIKRO-WPSZSDGUSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isoquinolines and derivatives","Isoquinolones and derivatives","Isoquinolones and derivatives",NA,NA,NA,NA,NA
"CLOJCJSOXWBGTM-BSBLZQCJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"CLQVYHFCGNGQEU-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides",NA,NA,NA
"CLYLZXCYEKJUEK-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"CMDLPOPJXJYAMB-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Lupin alkaloids","Aloperine and related alkaloids","Aloperine and related alkaloids",NA,NA,NA,NA,NA
"CMFAKTRZLATJOA-UPHRSURJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"CMGYMWAXDJQKLJ-DEYYWGMASA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles","Beta carbolines",NA,NA,NA,NA,NA
"CMISKXBIKZBGPM-UHFFFAOYSA-N","Completed","Organic compounds","Alkaloids and derivatives","Harmala alkaloids",NA,"Harmala alkaloids",NA,NA,NA,NA,NA
"CMKFQVZJOWHHDV-QYWJTTNJSA-N","Completed","Organic compounds","Alkaloids and derivatives","Ibogan-type alkaloids",NA,"Ibogan-type alkaloids",NA,NA,NA,NA,NA
"CMNIHZNMIYVQAI-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMQOKNQYLSMKJC-ZIYIFGDVSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Rotenoid O-glycosides",NA,NA,NA,NA
"CMQOSWNHMUHIJJ-VZUCSPMQSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNEWEMXPRRKCTL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"CNFSNRBPHGWZSS-NWRCCRPYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"CNGHUSPOYWEVTQ-JBMJCRLHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"CNHACNVJEKRLHF-UDCIVARJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Furostanes and derivatives","Furostanes and derivatives",NA,NA,NA,NA,NA
"CNKHSLKYRMDDNQ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Halobenzoic acids and derivatives","4-halobenzoic acids and derivatives",NA,NA,NA,NA
"CNNXMGXBAZQZDE-HHMSBIESSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"CNPVJJQCETWNEU-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Trifluoromethylbenzenes","Trifluoromethylbenzenes",NA,NA,NA,NA,NA
"CNSUXOYAIZBGRY-AJTZKIQZSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthopyrans",NA,"Naphthopyrans",NA,NA,NA,NA,NA
"CNURKUNYCXCBEK-WMNSZERYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",NA,NA,NA,NA,NA
"CNVRVGAACYEOQI-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides",NA,"Pyrimidine nucleosides",NA,NA,NA,NA,NA
"CNYMKFWWMCZGND-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"COAWNPJQKJEHPG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids","7-hydroxyflavonoids",NA,NA,NA,NA,NA
"COCYGNDCWFKTMF-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavones",NA,NA,NA,NA,NA
"CODGHFHXEFKOMN-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"COESHZUDRKCEPA-ZETCQYMHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Tyrosine and derivatives",NA,NA,NA
